date,price
19/05/2022,"1,844.0"
20/05/2022,"1,834.2"
23/05/2022,"1,856.2"
24/05/2022,"1,867.1"
25/05/2022,"1,847.2"
26/05/2022,"1,848.3"
27/05/2022,"1,851.8"
30/05/2022,"1,855.0"
31/05/2022,"1,838.7"
01/06/2022,"1,844.9"
02/06/2022,"1,844.9"
03/06/2022,"1,844.9"
06/06/2022,"1,847.2"
07/06/2022,"1,849.6"
08/06/2022,"1,853.0"
09/06/2022,"1,844.9"
10/06/2022,"1,830.0"
13/06/2022,"1,830.9"
14/06/2022,"1,818.3"
15/06/2022,"1,823.8"
16/06/2022,"1,826.5"
17/06/2022,"1,841.6"
20/06/2022,"1,836.5"
21/06/2022,"1,840.3"
22/06/2022,"1,841.9"
23/06/2022,"1,841.9"
24/06/2022,"1,825.5"
27/06/2022,"1,826.3"
28/06/2022,"1,819.1"
29/06/2022,"1,817.8"
30/06/2022,"1,817.0"
01/07/2022,"1,797.5"
04/07/2022,"1,808.4"
05/07/2022,"1,772.0"
06/07/2022,"1,754.3"
07/07/2022,"1,748.0"
08/07/2022,"1,738.2"
11/07/2022,"1,740.0"
12/07/2022,"1,730.7"
13/07/2022,"1,724.6"
14/07/2022,"1,700.7"
15/07/2022,"1,706.2"
18/07/2022,"1,719.1"
19/07/2022,"1,713.1"
20/07/2022,"1,709.3"
21/07/2022,"1,705.1"
22/07/2022,"1,737.0"
25/07/2022,"1,718.9"
26/07/2022,"1,720.1"
27/07/2022,"1,714.1"
28/07/2022,"1,753.5"
29/07/2022,"1,753.4"
01/08/2022,"1,772.4"
02/08/2022,"1,779.8"
03/08/2022,"1,761.3"
04/08/2022,"1,783.2"
05/08/2022,"1,773.3"
08/08/2022,"1,784.1"
09/08/2022,"1,795.3"
10/08/2022,"1,795.1"
11/08/2022,"1,796.7"
12/08/2022,"1,792.1"
15/08/2022,"1,776.6"
16/08/2022,"1,774.9"
17/08/2022,"1,767.2"
18/08/2022,"1,765.6"
19/08/2022,"1,750.8"
22/08/2022,"1,733.3"
23/08/2022,"1,746.6"
24/08/2022,"1,745.7"
25/08/2022,"1,753.6"
26/08/2022,"1,751.3"
29/08/2022,"1,751.3"
30/08/2022,"1,730.3"
31/08/2022,"1,715.9"
01/09/2022,"1,694.3"
02/09/2022,"1,712.5"
05/09/2022,"1,711.0"
06/09/2022,"1,702.6"
07/09/2022,"1,702.7"
08/09/2022,"1,709.4"
09/09/2022,"1,713.4"
12/09/2022,"1,726.4"
13/09/2022,"1,704.9"
14/09/2022,"1,703.9"
15/09/2022,"1,689.1"
16/09/2022,"1,664.7"
19/09/2022,"1,664.7"
20/09/2022,"1,664.2"
21/09/2022,"1,671.8"
22/09/2022,"1,671.9"
23/09/2022,"1,643.6"
26/09/2022,"1,643.4"
27/09/2022,"1,634.3"
28/09/2022,"1,652.2"
29/09/2022,"1,654.8"
30/09/2022,"1,671.8"
03/10/2022,"1,668.4"
04/10/2022,"1,714.9"
05/10/2022,"1,700.5"
06/10/2022,"1,714.2"
07/10/2022,"1,696.2"
10/10/2022,"1,676.6"
11/10/2022,"1,664.7"
12/10/2022,"1,670.7"
13/10/2022,"1,648.1"
14/10/2022,"1,649.3"
17/10/2022,"1,664.8"
18/10/2022,"1,653.0"
19/10/2022,"1,631.7"
20/10/2022,"1,635.3"
21/10/2022,"1,643.3"
24/10/2022,"1,649.2"
25/10/2022,"1,659.3"
26/10/2022,"1,666.8"
27/10/2022,"1,659.8"
28/10/2022,"1,648.1"
31/10/2022,"1,639.0"
01/11/2022,"1,645.3"
02/11/2022,"1,649.6"
03/11/2022,"1,628.8"
04/11/2022,"1,674.4"
07/11/2022,"1,679.0"
08/11/2022,"1,678.7"
09/11/2022,"1,715.3"
10/11/2022,"1,744.8"
11/11/2022,"1,759.4"
14/11/2022,"1,768.9"
15/11/2022,"1,771.4"
16/11/2022,"1,773.0"
17/11/2022,"1,758.6"
18/11/2022,"1,751.6"
21/11/2022,"1,740.4"
22/11/2022,"1,743.0"
23/11/2022,"1,740.2"
24/11/2022,"1,755.4"
25/11/2022,"1,751.9"
28/11/2022,"1,746.6"
29/11/2022,"1,752.7"
30/11/2022,"1,753.5"
01/12/2022,"1,803.2"
02/12/2022,"1,784.8"
05/12/2022,"1,776.8"
06/12/2022,"1,773.8"
07/12/2022,"1,782.2"
08/12/2022,"1,790.2"
09/12/2022,"1,796.2"
12/12/2022,"1,786.6"
13/12/2022,"1,823.6"
14/12/2022,"1,808.1"
15/12/2022,"1,783.6"
16/12/2022,"1,792.6"
19/12/2022,"1,790.8"
20/12/2022,"1,813.9"
21/12/2022,"1,817.6"
22/12/2022,"1,800.7"
23/12/2022,"1,800.7"
26/12/2022,"1,800.7"
27/12/2022,"1,800.7"
28/12/2022,"1,803.4"
29/12/2022,"1,813.8"
30/12/2022,"1,813.8"
02/01/2023,"1,813.8"
03/01/2023,"1,843.3"
04/01/2023,"1,857.3"
05/01/2023,"1,834.0"
06/01/2023,"1,852.2"
09/01/2023,"1,878.9"
10/01/2023,"1,878.7"
11/01/2023,"1,872.4"
12/01/2023,"1,882.6"
13/01/2023,"1,907.2"
16/01/2023,"1,917.0"
17/01/2023,"1,913.8"
18/01/2023,"1,920.7"
19/01/2023,"1,918.6"
20/01/2023,"1,924.9"
23/01/2023,"1,914.9"
24/01/2023,"1,920.8"
25/01/2023,"1,930.8"
26/01/2023,"1,932.5"
27/01/2023,"1,923.1"
30/01/2023,"1,924.1"
31/01/2023,"1,923.9"
01/02/2023,"1,925.9"
02/02/2023,"1,921.7"
03/02/2023,"1,875.4"
06/02/2023,"1,873.3"
07/02/2023,"1,870.7"
08/02/2023,"1,872.7"
09/02/2023,"1,879.1"
10/02/2023,"1,859.7"
13/02/2023,"1,856.1"
14/02/2023,"1,863.7"
15/02/2023,"1,831.2"
16/02/2023,"1,829.0"
17/02/2023,"1,834.0"
20/02/2023,"1,845.8"
21/02/2023,"1,836.9"
22/02/2023,"1,835.8"
23/02/2023,"1,826.1"
24/02/2023,"1,811.0"
27/02/2023,"1,818.7"
28/02/2023,"1,824.6"
01/03/2023,"1,841.3"
02/03/2023,"1,836.2"
03/03/2023,"1,841.2"
06/03/2023,"1,849.1"
07/03/2023,"1,826.6"
08/03/2023,"1,816.3"
09/03/2023,"1,831.4"
10/03/2023,"1,861.3"
13/03/2023,"1,911.3"
14/03/2023,"1,907.6"
15/03/2023,"1,923.4"
16/03/2023,"1,922.8"
17/03/2023,"1,962.1"
20/03/2023,"1,969.4"
21/03/2023,"1,952.5"
22/03/2023,"1,949.4"
23/03/2023,"1,978.0"
24/03/2023,"1,993.8"
27/03/2023,"1,946.3"
28/03/2023,"1,962.9"
29/03/2023,"1,965.0"
30/03/2023,"1,965.8"
31/03/2023,"1,979.7"
03/04/2023,"1,983.3"
04/04/2023,"2,009.6"
05/04/2023,"2,030.9"
06/04/2023,"2,001.9"
07/04/2023,"2,001.9"
10/04/2023,"2,001.9"
11/04/2023,"2,002.7"
12/04/2023,"2,008.2"
13/04/2023,"2,048.5"
14/04/2023,"2,019.4"
17/04/2023,"1,995.6"
18/04/2023,"1,999.4"
19/04/2023,"1,990.6"
20/04/2023,"2,007.2"
21/04/2023,"1,973.7"
24/04/2023,"1,978.2"
25/04/2023,"1,987.4"
26/04/2023,"2,003.0"
27/04/2023,"1,985.7"
28/04/2023,"1,982.6"
01/05/2023,"1,982.6"
02/05/2023,"1,995.4"
03/05/2023,"2,014.3"
04/05/2023,"2,044.7"
05/05/2023,"2,001.0"
08/05/2023,"2,001.0"
09/05/2023,"2,030.2"
10/05/2023,"2,037.2"
11/05/2023,"2,016.0"
12/05/2023,"2,019.9"
15/05/2023,"2,019.9"
16/05/2023,"2,007.5"
17/05/2023,"1,974.4"
18/05/2023,"1,960.3"
19/05/2023,"1,961.6"
22/05/2023,"1,970.3"
23/05/2023,"1,969.2"
24/05/2023,"1,969.7"
25/05/2023,"1,948.3"
26/05/2023,"1,947.9"
29/05/2023,"1,947.9"
30/05/2023,"1,952.5"
31/05/2023,"1,964.4"
01/06/2023,"1,974.4"
02/06/2023,"1,963.3"
05/06/2023,"1,959.7"
06/06/2023,"1,957.3"
07/06/2023,"1,967.4"
08/06/2023,"1,966.4"
09/06/2023,"1,960.3"
12/06/2023,"1,952.9"
13/06/2023,"1,954.4"
14/06/2023,"1,955.8"
15/06/2023,"1,952.4"
16/06/2023,"1,959.8"
19/06/2023,"1,951.2"
20/06/2023,"1,930.5"
21/06/2023,"1,925.7"
22/06/2023,"1,920.1"
23/06/2023,"1,930.7"
26/06/2023,"1,922.9"
27/06/2023,"1,918.9"
28/06/2023,"1,908.4"
29/06/2023,"1,899.6"
30/06/2023,"1,912.3"
03/07/2023,"1,928.8"
04/07/2023,"1,927.8"
05/07/2023,"1,924.7"
06/07/2023,"1,908.8"
07/07/2023,"1,922.3"
10/07/2023,"1,922.8"
11/07/2023,"1,934.0"
12/07/2023,"1,953.3"
13/07/2023,"1,958.1"
14/07/2023,"1,953.7"
17/07/2023,"1,949.6"
18/07/2023,"1,975.0"
19/07/2023,"1,975.4"
20/07/2023,"1,976.1"
21/07/2023,"1,960.6"
24/07/2023,"1,960.0"
25/07/2023,"1,958.7"
26/07/2023,"1,966.3"
27/07/2023,"1,945.4"
28/07/2023,"1,954.3"
31/07/2023,"1,970.7"
01/08/2023,"1,947.2"
02/08/2023,"1,944.2"
03/08/2023,"1,935.7"
04/08/2023,"1,942.5"
07/08/2023,"1,931.7"
08/08/2023,"1,926.4"
09/08/2023,"1,922.8"
10/08/2023,"1,920.9"
11/08/2023,"1,915.8"
14/08/2023,"1,903.8"
15/08/2023,"1,903.9"
16/08/2023,"1,904.2"
17/08/2023,"1,896.4"
18/08/2023,"1,893.7"
21/08/2023,"1,889.9"
22/08/2023,"1,892.8"
23/08/2023,"1,916.7"
24/08/2023,"1,917.1"
25/08/2023,"1,915.5"
28/08/2023,"1,915.5"
29/08/2023,"1,930.0"
30/08/2023,"1,947.6"
31/08/2023,"1,942.3"
01/09/2023,"1,940.6"
04/09/2023,"1,937.2"
05/09/2023,"1,926.1"
06/09/2023,"1,922.1"
07/09/2023,"1,918.4"
08/09/2023,"1,927.8"
11/09/2023,"1,925.0"
12/09/2023,"1,908.6"
13/09/2023,"1,913.8"
14/09/2023,"1,901.8"
15/09/2023,"1,927.7"
18/09/2023,"1,923.5"
19/09/2023,"1,934.9"
20/09/2023,"1,943.4"
21/09/2023,"1,915.0"
22/09/2023,"1,927.4"
25/09/2023,"1,924.9"
26/09/2023,"1,907.1"
27/09/2023,"1,887.3"
28/09/2023,"1,873.6"
29/09/2023,"1,870.5"
02/10/2023,"1,833.1"
03/10/2023,"1,822.5"
04/10/2023,"1,819.0"
05/10/2023,"1,819.5"
06/10/2023,"1,819.6"
09/10/2023,"1,845.5"
10/10/2023,"1,857.0"
11/10/2023,"1,871.3"
12/10/2023,"1,874.0"
13/10/2023,"1,909.2"
